STOP_ID,STOP_TYPE,X,Y
3216,1,837211,815526
3217,1,838174,815245
3225,1,840472,808538
3226,1,837585,811022
3235,1,837614,814438
3236,1,837814,814898
3238,1,837958,815218
3242,1,842034,813942
3244,1,842053,813728
3245,1,842010,813601
3246,1,842280,813677
3247,1,842350,814107
3248,1,842273,814184
3251,1,835554,815481
3253,1,842128,814225
3255,1,842204,814100
3256,1,842332,814041
3257,1,842401,813961
3259,1,841970,813579
3262,1,838060,815470
3263,1,839474,816971
3268,1,841421,815456
3269,1,841860,813501
3273,1,833965,816501
3274,1,839485,817019
4001,1,837872,822918
4002,1,837621,822886
4003,1,837391,822793
4004,1,837557,822294
4005,1,837610,822082
4006,1,837768,821807
4008,1,837429,821474
4009,1,837323,821247
4010,1,837314,820996
4011,1,836922,820832
4012,1,836646,820780
4013,1,836274,820709
4014,1,836023,820663
4015,1,835862,820632
4016,1,835546,820571
4018,1,835575,819670
4020,1,835673,819142
4021,1,835724,818641
4022,1,835745,818381
4024,1,835805,817437
4025,1,835463,817244
4027,1,835722,818411
4028,1,835680,818887
4030,1,835549,819694
4032,1,835679,820306
4033,1,835641,820500
4034,1,835494,820650
4035,1,835880,820865
4037,1,837170,820922
4038,1,837248,821031
4039,1,837258,821296
4040,1,837512,821490
4043,1,837545,822344
4047,1,835496,820089
4048,1,835550,819804
4049,1,835717,818717
4050,1,835763,817761
4051,1,835737,818208
4052,1,835706,818604
4053,1,835592,819470
4055,1,836702,820901
4056,1,841889,819985
4059,1,842048,819619
4060,1,841730,819960
4061,1,841486,820053
4062,1,841398,819773
4067,1,840123,820341
4072,1,838333,821450
4074,1,837486,820926
4076,1,835756,817895
4077,1,836322,820884
4078,1,836858,820908
4079,1,837455,820954
4081,1,838311,821551
4082,1,838497,821653
4084,1,839771,821241
4087,1,840328,819724
4088,1,840835,819501
4089,1,841215,819351
4090,1,841339,819674
4091,1,841559,820139
4092,1,841710,819994
4093,1,841908,819788
4094,1,842133,819544
4097,1,834395,822422
4098,1,834616,822235
4099,1,834499,821997
4101,1,834744,821529
4102,1,834571,821086
4103,1,834781,820908
4104,1,835100,820644
4105,1,835330,820452
4109,1,834879,821037
4111,1,834502,821506
4113,1,834439,822062
4114,1,834285,822346
4117,1,838340,822202
4118,1,838079,821855
4119,1,837600,820793
4120,1,837446,820487
4121,1,837381,820059
4122,1,837387,819833
4123,1,837378,819511
4124,1,837247,819244
4132,1,836171,817901
4135,1,836988,818933
4136,1,837220,819246
4137,1,837361,819757
4139,1,837356,820343
4144,1,839128,821880
4145,1,837375,820539
4146,1,836712,818305
4147,1,836281,817487
4148,1,836274,817515
4150,1,837360,819975
4152,1,838718,823468
4154,1,839089,823133
4155,1,838869,823119
4156,1,838725,823127
4157,1,838466,823027
4158,1,838409,822868
4159,1,838442,822706
4161,1,838121,821670
4162,1,837483,820568
4163,1,837538,820481
4164,1,837983,820275
4165,1,837943,820094
4166,1,837773,819900
4167,1,837650,819761
4169,1,837385,819178
4170,1,837381,818846
4172,1,837011,818602
4174,1,836342,818189
4175,1,836794,818322
4176,1,837058,818711
4177,1,837336,818759
4179,1,837363,819438
4180,1,837535,819663
4181,1,837650,819795
4183,1,837554,820339
4184,1,837436,820518
4185,1,837572,820818
4186,1,838064,821874
4187,1,838529,822784
4188,1,838657,822987
4189,1,838859,823023
4190,1,839076,823161
4191,1,838905,823285
4192,1,838812,823283
4194,1,833554,822239
4195,1,833640,822272
4197,1,834360,821987
4198,1,834736,821675
4199,1,835111,821313
4200,1,835229,821090
4201,1,835393,820626
4202,1,835435,820283
4204,1,835233,821040
4205,1,834976,821376
4206,1,834606,821682
4207,1,834425,821833
4208,1,834133,822077
4209,1,834058,822140
4210,1,833731,822133
4211,1,833359,822028
4213,1,832542,822165
4214,1,833594,822118
4215,1,832600,821936
4216,1,832526,822165
4217,1,832433,822302
4218,1,837380,822223
4219,1,837493,821881
4220,1,837332,821960
4221,1,836858,822234
4223,1,836516,822091
4224,1,836473,821373
4225,1,836461,821175
4226,1,836424,820433
4227,1,836248,820107
4228,1,836070,819852
4229,1,835848,819526
4230,1,835736,819365
4231,1,835763,818090
4232,1,835742,818090
4233,1,835736,819409
4234,1,835837,819555
4236,1,836226,820117
4238,1,836437,821192
4240,1,836465,821910
4241,1,836341,822211
4242,1,836425,822339
4243,1,836730,822235
4244,1,837042,822268
4245,1,837327,822005
4246,1,834825,818438
4247,1,835180,818580
4248,1,835437,818524
4249,1,836052,819869
4250,1,836229,819904
4252,1,836755,819721
4253,1,836656,819494
4254,1,836378,819507
4255,1,836411,819269
4256,1,836612,819007
4257,1,836823,819134
4258,1,837050,819046
4259,1,836205,818012
4260,1,837231,818693
4261,1,837316,818869
4262,1,837026,819043
4263,1,836734,818901
4264,1,836624,818975
4265,1,836379,819260
4268,1,836743,819729
4269,1,836658,819937
4272,1,835600,818466
6000,1,835870,824356
6001,1,836076,824399
6002,1,836719,825066
6003,1,836101,825146
6004,1,836121,825148
6005,1,836115,825340
6007,1,835866,825153
6008,1,835762,824999
6009,1,835969,824986
6010,1,835824,824862
6011,1,835672,824832
6012,1,836648,825401
6013,1,836450,825519
6014,1,836419,825479
6015,1,836379,825731
6017,1,836070,825504
6018,1,836090,825495
6019,1,835407,825239
6020,1,835353,825213
6021,1,835041,824934
6022,1,834999,824930
6023,1,834586,824389
6024,1,834522,824348
6025,1,834340,823998
6026,1,834322,823918
6027,1,833852,823333
6028,1,833785,823308
6029,1,833614,822927
6030,1,833596,822796
6031,1,833982,822753
6032,1,834066,822763
6034,1,835693,825553
6035,1,836052,825981
6036,1,836012,825778
6039,1,836288,826068
6040,1,836279,826026
6041,1,836596,825867
6042,1,836629,825937
6043,1,836852,825777
6044,1,836832,825861
6045,1,837344,825523
6046,1,837366,825613
6047,1,837225,825743
6048,1,837349,825995
6049,1,837160,826028
6050,1,837166,825976
6051,1,837508,826275
6052,1,837516,826246
6053,1,837534,825717
6054,1,837263,826508
6055,1,837238,826504
6056,1,836704,826511
6058,1,836733,826449
6060,1,836348,826235
6061,1,836432,826435
6062,1,836447,826466
6063,1,836227,826310
6064,1,836203,826347
6065,1,836063,826509
6066,1,835949,826646
6067,1,836174,826772
6068,1,835951,826770
6069,1,837327,826707
6070,1,837426,826729
6071,1,837606,826994
6072,1,837801,826583
6073,1,837724,826457
6075,1,838212,826469
6076,1,838386,826603
6077,1,838408,826628
6078,1,838731,826534
6079,1,838798,826904
6080,1,838822,827078
6081,1,838859,827226
6082,1,838287,826800
6084,1,839062,826739
6085,1,838956,826851
6086,1,839036,827071
6088,1,839178,827213
6089,1,839197,827202
6090,1,839211,826996
6091,1,839215,827023
6092,1,839447,826766
6093,1,839609,826727
6094,1,839492,826869
6095,1,839509,826919
6096,1,839846,826828
6097,1,839877,826836
6098,1,840068,826897
6099,1,840072,826997
6100,1,840004,827101
6101,1,839871,827096
6102,1,840144,827080
6103,1,840194,827080
6104,1,840305,826896
6105,1,840474,827019
6106,1,839562,827164
6107,1,839539,827225
6108,1,839269,827444
6109,1,839297,827460
6110,1,839044,827699
6111,1,839010,827811
6112,1,839271,828061
6113,1,839295,828050
6114,1,839310,828024
6115,1,839373,828183
6116,1,839989,828953
6117,1,840240,829183
6118,1,840368,829272
6119,1,840902,829648
6120,1,839760,830054
6121,1,839710,829896
6122,1,839604,829685
6123,1,839541,829680
6124,1,839292,829551
6125,1,838773,829007
6127,1,838632,828728
6128,1,838594,828622
6130,1,838483,828438
6131,1,838534,828499
6132,1,838329,828307
6133,1,838298,828304
6135,1,838255,827596
6136,1,838072,827686
6137,1,838271,827576
6138,1,837958,827552
6139,1,837924,827495
6140,1,837924,827421
6141,1,837842,827314
6142,1,837975,827277
6143,1,837968,827223
6144,1,838075,828179
6145,1,837821,828630
6146,1,837805,828623
6150,1,838055,828574
6151,1,841008,829768
6152,1,840760,829950
6153,1,840857,830159
6154,1,841575,830979
6155,1,841648,831130
6156,1,841329,831060
6157,1,841438,831240
6158,1,841405,831274
6159,1,841392,831412
6160,1,841614,831394
6161,1,841588,831382
6162,1,841985,831087
6163,1,841960,831095
6164,1,842047,831460
6165,1,842036,831483
6166,1,842465,831574
6167,1,842602,831622
6168,1,842611,831606
6169,1,842861,831789
6170,1,842739,831843
6171,1,842727,831831
6172,1,842791,832022
6173,1,842408,831841
6174,1,842328,831799
6175,1,841903,831655
6176,1,841903,831684
6177,1,842834,832010
6178,1,843897,832316
6179,1,843921,832301
6180,1,844216,832369
6181,1,844343,832469
6182,1,844917,832146
6183,1,844915,832176
6184,1,845107,831824
6185,1,845105,831803
6187,1,845461,831185
6188,1,845455,830925
6189,1,845469,830856
6190,1,845849,830564
6191,1,845911,830571
6192,1,846246,829963
6193,1,846297,829886
6194,1,846445,829632
6195,1,846515,829597
6196,1,846984,829434
6197,1,847124,829089
6199,1,847109,829148
6200,1,847282,828762
6201,1,847274,828758
6202,1,847854,828142
6203,1,848188,827733
6204,1,848266,827706
6205,1,849007,827870
6206,1,848645,828023
6207,1,848667,828052
6208,1,848792,828096
6209,1,848993,828005
6210,1,849231,827651
6211,1,849272,827610
6212,1,849911,828145
6213,1,849768,828011
6214,1,850588,828346
6215,1,850725,828413
6216,1,850939,828675
6217,1,851230,828884
6218,1,851308,828949
6219,1,851384,829077
6220,1,851309,829141
6221,1,851533,829537
6222,1,851538,829580
6223,1,851955,830609
6224,1,852026,830839
6225,1,852244,831306
6226,1,852234,831260
6227,1,851872,832127
6228,1,851881,832127
6229,1,851764,832461
6230,1,851773,832420
6231,1,852087,832895
6232,1,852136,832970
6233,1,852507,833072
6234,1,852714,832827
6235,1,839677,830151
6236,1,839753,830365
6237,1,839043,830904
6238,1,839517,830436
6239,1,839465,830457
6240,1,838286,831888
6241,1,838276,831874
6242,1,838051,832452
6243,1,838025,832516
6244,1,837766,832664
6245,1,837612,832575
6246,1,837361,832593
6247,1,837267,832587
6248,1,836954,832834
6249,1,836953,832960
6250,1,836855,833169
6251,1,836917,833228
6252,1,836743,833448
6253,1,836687,833512
6254,1,836475,833669
6255,1,836384,833660
6256,1,834831,834919
6257,1,834843,834744
6258,1,835258,834029
6259,1,835443,833755
6260,1,835477,833773
6261,1,835493,833818
6263,1,835207,833658
6264,1,835684,834143
6265,1,835565,834205
6266,1,836054,834222
6267,1,836050,834227
6268,1,836040,834343
6269,1,836044,834378
6270,1,835764,834486
6271,1,835738,834483
6272,1,835776,834258
6273,1,835751,834257
6274,1,835379,834304
6275,1,835366,834151
6276,1,835210,834130
6277,1,835099,834304
6278,1,835180,834309
6279,1,835284,834350
6280,1,835183,834614
6283,1,835569,834642
6284,1,835800,834849
6285,1,835827,834828
6287,1,835296,834767
6288,1,835204,834832
6290,1,835073,834746
6291,1,835098,834743
6292,1,835124,834910
6293,1,834969,835031
6294,1,835259,835180
6295,1,835355,835282
6296,1,835626,835207
6297,1,835605,835190
6298,1,836012,835600
6299,1,835754,835433
6300,1,835800,835256
6301,1,835912,835159
6302,1,835917,835134
6303,1,836184,835189
6304,1,836013,835008
6306,1,836034,834965
6307,1,836297,834718
6308,1,836342,834770
6309,1,836718,835446
6310,1,836637,835502
6311,1,836656,835524
6312,1,836362,835394
6313,1,836330,835361
6314,1,836966,835418
6315,1,836930,835406
6316,1,837087,835576
6317,1,837039,835723
6318,1,837028,835749
6319,1,837211,835747
6320,1,837223,835763
6321,1,837365,835847
6322,1,837364,835869
6323,1,837103,835533
6326,1,837400,835356
6327,1,837438,835091
6328,1,837679,834955
6329,1,837679,834939
6330,1,837438,835701
6331,1,837725,835848
6332,1,837921,835751
6333,1,837998,836305
6334,1,839597,836597
6335,1,839589,836526
6336,1,839413,836006
6337,1,839442,836110
6338,1,839079,835669
6339,1,839247,835863
6440,1,839077,835692
6441,1,839217,835455
6442,1,839168,835553
6444,1,839632,835296
6445,1,840057,835264
6447,1,838398,835571
6448,1,838368,835556
6449,1,837950,835772
6450,1,834660,835034
6451,1,834116,834952
6452,1,834081,834945
6453,1,833592,835419
6454,1,833348,835691
6455,1,833346,835733
6456,1,833069,835601
6457,1,833057,835536
6458,1,839765,836802
6459,1,839807,836825
6460,1,839978,837031
6461,1,839997,837092
6462,1,840209,837068
6463,1,840264,837038
6464,1,840655,836773
6465,1,840664,836757
6466,1,840944,836844
6467,1,841029,836886
6468,1,841399,836909
6469,1,841340,836915
6470,1,841683,836965
6471,1,841562,836926
6472,1,841911,837009
6473,1,841925,836998
6475,1,842049,836959
6476,1,842653,837709
6477,1,842962,838023
6478,1,842824,837865
6479,1,843111,838440
6480,1,843165,838601
6481,1,843013,838825
6482,1,842942,839370
6483,1,842908,839434
6484,1,842481,840305
6485,1,839474,843882
6486,1,839410,843813
6487,1,839254,843702
6488,1,839213,843651
6489,1,839112,843586
6490,1,839053,843530
6491,1,838811,843467
6492,1,838788,843454
6493,1,838565,843396
6494,1,838485,843333
6495,1,838131,843133
6496,1,838074,842920
6497,1,837463,842771
6498,1,837432,842740
6499,1,836871,842444
6500,1,836817,842444
6503,1,836226,842271
6504,1,836210,842223
6505,1,835876,841972
6506,1,835820,841921
6507,1,835481,841725
6508,1,835369,841606
6509,1,835033,841359
6510,1,834971,841357
6511,1,834650,841216
6512,1,834722,841226
6513,1,834526,841139
6514,1,834410,841115
6515,1,834014,840871
6516,1,834049,840873
6517,1,833445,840477
6518,1,833437,840438
6519,1,833129,840138
6520,1,833047,840009
6521,1,832846,840105
6522,1,833041,839050
6523,1,832738,839059
6524,1,832730,839034
6525,1,832599,839208
6526,1,832493,839215
6527,1,832483,839194
6528,1,832409,839130
6529,1,832478,839404
6530,1,832439,839568
6531,1,832473,839563
6532,1,832655,839615
6533,1,832756,839694
6534,1,832791,839768
6535,1,833108,838976
6536,1,833291,838568
6537,1,833430,838512
6538,1,833600,838403
6539,1,833673,838362
6540,1,832921,835341
6541,1,832920,835326
6542,1,832710,835127
6543,1,832715,835117
6544,1,832565,834961
6545,1,832560,834933
6546,1,832252,834594
6547,1,832236,834568
6548,1,831974,834396
6549,1,831954,834353
6550,1,831731,834110
6551,1,831694,834046
6552,1,831557,833929
6553,1,831504,833873
6554,1,831383,833804
6555,1,831389,833792
6556,1,831224,833615
6557,1,831217,833622
6558,1,831133,833508
6559,1,830990,833443
6560,1,830955,833425
6561,1,830772,833332
6562,1,830725,833264
6563,1,833352,836030
6564,1,833622,836378
6565,1,833629,836363
6566,1,833711,836527
6567,1,833726,836535
6568,1,833816,836991
6569,1,833812,836910
6570,1,833882,837317
6571,1,833874,837344
6572,1,833828,837994
6573,1,833816,838020
6574,1,832625,838097
6575,1,832900,838281
6576,1,833085,838337
6577,1,833130,838406
6578,1,832783,838424
6579,1,832828,838560
6580,1,832753,838408
6581,1,832714,838640
6582,1,832561,838747
6583,1,832538,838638
6584,1,832518,838619
6585,1,832597,838334
6586,1,832636,838305
6587,1,832414,838268
6588,1,832390,839014
6589,1,832363,839005
6590,1,831993,839068
6591,1,831967,839041
6592,1,832069,839260
6593,1,831778,839164
6594,1,831816,839221
6595,1,831608,839547
6596,1,831556,839530
6597,1,831271,839640
6598,1,831760,839754
6599,1,832109,839529
6600,1,832201,839496
6601,1,832216,839906
6602,1,831961,840001
6603,1,832599,839742
6604,1,832604,839697
6605,1,832714,840151
6606,1,832727,840118
6608,1,831757,840230
6609,1,831846,840454
6610,1,831439,840458
6611,1,831599,840635
6612,1,831600,840608
6613,1,831478,840559
6614,1,831456,840548
6615,1,831294,840855
6616,1,831225,840853
6618,1,831040,840798
6619,1,831047,840773
6620,1,830779,840493
6621,1,830944,840322
6622,1,830911,840364
6623,1,831105,840476
6624,1,831117,840466
6625,1,831219,840332
6626,1,831178,840270
6627,1,831386,840383
6628,1,831214,840159
6629,1,831163,840176
6630,1,831037,840129
6631,1,830802,840186
6632,1,830774,840244
6633,1,831220,839648
6635,1,830941,839772
6636,1,830709,839792
6637,1,830524,839529
6638,1,830477,839451
6639,1,830690,839811
6640,1,830684,839983
6641,1,830624,840007
6642,1,830282,840077
6643,1,830103,840202
6644,1,830041,840269
6645,1,831057,841314
6646,1,830121,838987
6647,1,830120,838957
6648,1,829660,837999
6649,1,829657,837907
6650,1,829521,837429
6651,1,829469,837360
6652,1,829398,837258
6653,1,829378,837036
6654,1,829307,836957
6655,1,829259,836640
6656,1,829238,836556
6657,1,829099,836155
6658,1,828976,836061
6659,1,828848,835896
6660,1,828851,835919
6661,1,828714,835732
6662,1,828695,835730
6663,1,828240,835065
6664,1,828237,835092
6665,1,829744,840315
6666,1,829644,840334
6667,1,829151,840393
6668,1,829078,840433
6669,1,828593,840259
6670,1,828576,840440
6671,1,828342,840460
6672,1,828160,840295
6673,1,827855,840412
6674,1,827924,840498
6675,1,830131,832699
6676,1,830141,832678
6677,1,829372,832525
6678,1,829289,832462
6679,1,828861,832467
6680,1,828927,832324
6681,1,828687,832534
6682,1,828656,832457
6683,1,828639,832431
6684,1,833356,836006
6685,1,827091,840539
6686,1,826882,840354
6687,1,826873,840483
6690,1,826499,840398
6691,1,830931,842112
6692,1,830899,842131
6693,1,830776,842359
6694,1,830762,842352
6695,1,831305,843439
6696,1,831001,843146
6697,1,831027,843201
6698,1,830769,842905
6699,1,830617,842726
6701,1,831627,843870
6702,1,831338,843514
6703,1,833415,844576
6705,1,840593,845021
6706,1,840556,844985
6707,1,840415,844841
6708,1,840346,844732
6709,1,840299,844680
6710,1,840058,844366
6711,1,840042,844335
6712,1,839687,844057
6713,1,839626,843991
6714,1,835224,841742
6715,1,835217,841727
6716,1,835105,842074
6717,1,835112,842102
6718,1,834824,842416
6719,1,834789,842450
6720,1,834634,842680
6721,1,834606,842730
6722,1,834459,842999
6723,1,834397,843166
6724,1,834062,843317
6725,1,834047,843313
6726,1,833849,843584
6727,1,833843,843579
6728,1,826515,840078
6729,1,826206,839703
6730,1,826095,839895
6731,1,825984,839806
6732,1,825646,839531
6733,1,825544,839487
6734,1,824147,838599
6735,1,824077,838540
6736,1,824099,838055
6737,1,823999,837921
6738,1,824086,837868
6739,1,823879,837418
6740,1,823942,837349
6741,1,823759,837032
6742,1,823856,836993
6743,1,823769,836652
6744,1,823668,836640
6745,1,823630,836143
6746,1,823538,835996
6747,1,823554,835806
6748,1,823472,835703
6749,1,823393,835436
6750,1,823461,835339
6752,1,824388,839309
6753,1,825069,839589
6754,1,825142,839571
7001,1,837111,818471
7006,1,835693,817288
7014,1,837172,818733
7015,1,837442,818550
7016,1,837819,818730
7025,1,838224,822217
7026,1,838170,822420
7029,1,837492,820844
7030,1,837123,820620
7031,1,836800,820462
7032,1,836494,820310
7033,1,836160,820153
7034,1,835933,820109
7035,1,835591,820043
7036,1,835531,819900
7041,1,835783,817790
7050,1,836152,820179
7051,1,836626,820409
7052,1,836879,820532
7053,1,837083,820628
7054,1,837352,820786
7055,1,837488,820873
7056,1,837906,821178
7059,1,837961,822096
7060,1,838057,822329
7065,1,842087,820098
7066,1,841781,820471
7067,1,841850,820244
7068,1,841936,819917
7074,1,841328,820346
7075,1,841173,820265
7076,1,840967,820203
7079,1,840232,820614
7080,1,839382,820687
7081,1,836850,818799
7082,1,835834,818531
7088,1,839426,820719
7089,1,840549,820379
7091,1,840986,820213
7092,1,841121,820196
7093,1,841339,820359
7094,1,841410,820206
7100,1,841799,820288
7101,1,841794,820477
7102,1,842105,820110
7103,1,836083,821988
7104,1,836125,821874
7105,1,836131,821554
7106,1,836110,821366
7107,1,836025,821114
7108,1,836214,820779
7111,1,832332,812563
7112,1,835614,812417
7113,1,835880,812404
7117,1,837042,813957
7120,1,834524,814192
7121,1,833690,814245
7122,1,834517,814200
7123,1,836447,814641
7125,1,843825,813845
7130,1,840439,816361
7131,1,839974,816141
7132,1,840054,816115
7133,1,839700,816853
7135,1,839163,816903
7136,1,836725,815853
7137,1,837453,815033
8001,1,834105,816153
8002,1,834150,816122
8003,1,834369,815892
8004,1,834046,816251
8006,1,834105,816276
8007,1,833956,816288
8008,1,833970,816365
8010,1,833868,816344
8011,1,833007,816557
8013,1,832649,816627
8015,1,832328,816542
8016,1,832243,816486
8017,1,831692,816467
8019,1,831185,816040
8022,1,830491,814822
8028,1,833568,811701
8029,1,833856,810994
8050,1,835064,815629
8051,1,835065,815497
8053,1,835832,815422
8054,1,835540,815413
8055,1,836653,815207
8056,1,836630,815254
8057,1,836624,815351
8058,1,836606,815350
8060,1,835462,811979
8065,1,839198,809591
8066,1,839130,808704
8072,1,840865,811209
8073,1,842568,810947
8074,1,842556,810977
8075,1,842902,809598
8081,1,837775,814700
8082,1,838404,821801
8085,1,838070,821696
8086,1,838086,822499
8087,1,837886,822082
8088,1,837880,822048
8089,1,837780,821906
8090,1,837727,821666
8091,1,837648,821556
8093,1,837864,821381
8094,1,837774,821219
8096,1,837632,821088
8097,1,837725,820937
8098,1,837400,821109
8099,1,837577,821102
8101,1,837514,820966
8102,1,837402,821097
8103,1,837687,823019
8105,1,845516,819485
8106,1,845511,819526
8109,1,845753,820228
8110,1,845770,820339
8111,1,845872,820106
8112,1,845981,820193
8113,1,845816,820360
8114,1,845838,820356
8115,1,845704,820556
8116,1,846080,820137
8117,1,846340,819820
8118,1,846593,819577
8119,1,846630,819610
8120,1,847078,819718
8121,1,847109,819711
8122,1,847215,819284
8123,1,847247,819254
8125,1,847365,818979
8126,1,847434,818737
8127,1,847436,818421
8128,1,847418,818357
8129,1,847541,818092
8130,1,847530,818096
8131,1,847772,817808
8132,1,847855,817710
8133,1,847910,817666
8134,1,848089,817486
8135,1,848024,817404
8136,1,847888,816972
8137,1,847873,817028
8139,1,846251,816160
8140,1,846197,816392
8141,1,846253,816072
8142,1,846023,816460
8143,1,845894,816049
8144,1,846111,815922
8145,1,846208,816739
8146,1,846241,817281
8147,1,846139,817539
8148,1,846131,817607
8149,1,845648,818766
8150,1,845779,819873
8151,1,845947,819830
8152,1,845958,819789
8153,1,844955,819781
8154,1,844627,820475
8155,1,844692,820527
8156,1,844368,820253
8157,1,844785,819139
8158,1,844716,819078
8159,1,844715,819052
8160,1,844580,819029
8161,1,844604,818871
8163,1,844138,818802
8164,1,844155,818634
8168,1,844622,819479
8169,1,844007,819831
8170,1,844253,819902
8171,1,843835,820262
8172,1,843361,820051
8173,1,843231,820146
8174,1,843176,820213
8175,1,843817,820416
8176,1,843690,820424
8178,1,842679,818932
8179,1,842532,818715
8180,1,842633,818252
8181,1,842884,817681
8182,1,842874,817662
8183,1,842970,817537
8184,1,842980,817528
8185,1,842742,817497
8190,1,842543,817078
8191,1,842437,817024
8192,1,842700,817683
8193,1,842635,817822
8194,1,842630,817910
8195,1,842570,818031
8196,1,842544,818034
8198,1,842189,818837
8199,1,842249,819005
8201,1,842295,819036
8202,1,842099,819066
8203,1,841592,818926
8204,1,841179,818702
8205,1,841304,818805
8206,1,841341,818835
8207,1,840895,818760
8209,1,840678,819218
8211,1,840520,819345
8212,1,840297,819431
8213,1,840355,819524
8214,1,840202,819674
8216,1,840230,819774
8217,1,840259,819739
8218,1,840310,819690
8219,1,840694,819572
8220,1,840753,819563
8221,1,840780,819490
8222,1,840866,819456
8223,1,840949,819457
8224,1,840963,819417
8225,1,841205,819490
8226,1,841378,819349
8227,1,841668,819206
8228,1,841713,819420
8229,1,841689,819468
8230,1,841685,819634
8231,1,841630,819826
8232,1,841652,819813
8233,1,841385,819789
8235,1,841221,819573
8237,1,841058,819686
8239,1,841010,819793
8243,1,841032,820008
8244,1,841461,820072
8245,1,841902,820015
8246,1,842305,819548
8247,1,842480,819607
8249,1,842372,819957
8250,1,842364,819855
8251,1,841563,820556
8252,1,841440,821068
8253,1,841292,821099
8254,1,841250,821078
8255,1,841457,821231
8256,1,841313,821424
8257,1,841080,821492
8258,1,840984,821435
8259,1,841784,821738
8260,1,841790,821713
8261,1,842277,821597
8262,1,842252,821572
8263,1,842443,821618
8264,1,842508,821684
8265,1,842972,821859
8266,1,843059,822018
8267,1,843422,822250
8268,1,843453,822312
8269,1,843957,822685
8270,1,844242,822744
8271,1,844522,822584
8272,1,844603,822573
8273,1,844665,822400
8274,1,844672,822355
8275,1,844742,821991
8276,1,844775,821935
8277,1,845123,821252
8278,1,845113,821241
8279,1,844127,823630
8281,1,844056,823570
8282,1,843982,823620
8283,1,843872,823927
8284,1,843759,823774
8285,1,843918,824046
8286,1,843960,824075
8287,1,844053,824507
8288,1,844220,824600
8289,1,844503,824740
8290,1,844509,824732
8291,1,844761,825050
8292,1,844773,825114
8293,1,844845,825368
8294,1,844812,825489
8295,1,844826,825873
